# Run complete. Total time: 00:22:56

Benchmark                                                                                           (captureOutput)  (command)  (iterations)    Mode   Cnt           Score            Error    Units
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.used                                               false         du            20    avgt    10       12980.000 ±      17038.096        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorIntervalTime                                  false         du            20    avgt    10         114.100 ±        152.791        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorPauseTime                                     false         du            20    avgt    10           0.100 ±          0.478        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgPromotedAvg                                        false         du            20    avgt    10       51250.200 ±     159794.151        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgPromotedDev                                        false         du            20    avgt    10       43991.500 ±     136883.965        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgPromotedPaddedAvg                                  false         du            20    avgt    10      183224.600 ±     570445.113        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedDev                                        false         du            20    avgt    10       46462.800 ±     117398.286        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedPaddedAvg                                  false         du            20    avgt    10      110044.700 ±     216762.424        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decreaseForFootprint                                  false         du            20    avgt    10           1.200 ±          3.825        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decrementTenuringThresholdForGcCost                   false         du            20    avgt    10           0.200 ±          0.956        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.minorPauseTime                                        false         du            20    avgt    10           0.100 ±          1.810        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.minorPauseYoungSlope                                  false         du            20    avgt    10          22.100 ±        623.412        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.promoted                                              false         du            20    avgt    10      360742.400 ±    1124362.332        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fills                                                   false         du            20    avgt    10          23.100 ±         35.659        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFills                                                false         du            20    avgt    10           0.900 ±          8.914        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowAlloc                                            false         du            20    avgt    10          18.900 ±         75.739        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowWaste                                            false         du            20    avgt    10          28.400 ±        716.977        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowAlloc                                               false         du            20    avgt    10         661.900 ±        620.910        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowWaste                                               false         du            20    avgt    10        2420.300 ±      18970.515        ?
Benchmark.runApache_withoutThreads:·threads.alive                                                             false         du            20    avgt    10          54.000 ±         11.155  threads
Benchmark.runApache_withoutThreads:·threads.daemon                                                            false         du            20    avgt    10          53.000 ±         11.155  threads
Benchmark.runApache_withoutThreads:·threads.started                                                           false         du            20    avgt    10          61.000                   threads
Benchmark.runApache_withoutThreads                                                                             true        pwd             5    avgt    10          73.947 ±         13.557    ms/op
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.invocations                                       true        pwd             5    avgt    10           1.800 ±          0.637        ?
